Event,Date,White,Black,Result,BlackElo,WhiteElo,ECO
Rated Bullet game,2019.04.23,qaer,Maerceci,1-0,1738,1746,C00
Rated Bullet game,2019.04.22,Maerceci,Double_Top,1-0,1729,1727,D30
Rated Bullet game,2019.04.22,mukhtarow,Maerceci,1-0,1741,1625,C01
Rated Bullet game,2019.04.22,Maerceci,gabrielparaguay,1-0,1581,1735,D20
Rated Bullet game,2019.04.22,PLH,Maerceci,1-0,1744,1779,C15
Rated Bullet game,2019.04.22,Maerceci,musang123,1-0,1953,1728,A40
Rated Bullet game,2019.04.22,FlyingPig,Maerceci,0-1,1716,1769,C07
Rated Bullet game,2019.04.22,Maerceci,pippon,0-1,1704,1727,D02
Rated Bullet game,2019.04.22,Maerceci,Dragnil68,0-1,1717,1738,E10
Rated Bullet game,2019.04.22,moimoiici,Maerceci,0-1,1729,1687,C00
Rated Blitz game,2019.04.22,Maerceci,Qikyan,1-0,1808,1797,E11
Rated Classical game,2019.04.21,cristianrm,Maerceci,0-1,1750,1801,C01
Rated Classical game,2019.04.21,Maerceci,Aki_Tendo,0-1,1824,1825,E10
Rated Classical game,2019.04.21,Ansar1,Maerceci,0-1,1776,1589,A03
Rated Classical game,2019.04.20,Gleyser,Maerceci,0-1,1657,1663,D53
Rated Classical game,2019.04.20,Maerceci,JhoanVGonzalez,1-0,1463,1500,B01
Hourly HyperBullet Arena,2019.04.19,Maerceci,darV120,0-1,1758,1739,?
Rated Bullet game,2019.04.19,Fake_Tube,Maerceci,1-0,1749,1770,A00
Rated Bullet game,2019.04.19,Maerceci,Fake_Tube,1-0,1781,1737,D13
Rated Bullet game,2019.04.19,Fake_Tube,Maerceci,0-1,1725,1794,A00
Rated Bullet game,2019.04.19,Maerceci,Ayusaa244,1-0,1724,1714,E60
Rated Bullet game,2019.04.19,emrecantimur,Maerceci,1-0,1724,1736,D02
Rated Bullet game,2019.04.19,ProcrastinationAgain,Maerceci,0-1,1713,1749,D00
Rated Bullet game,2019.04.19,Maerceci,GTwild4,1-0,1710,1702,D30
Rated Bullet game,2019.04.19,Yuchka,Maerceci,1-0,1712,1707,B52
Rated Bullet game,2019.04.19,ahmednagy00,Maerceci,1-0,1723,1714,C00
Rated Bullet game,2019.04.19,Maerceci,sakalov,1-0,1521,1718,A43
Rated Bullet game,2019.04.19,Faustus220,Maerceci,1-0,1729,1705,C00
Rated Bullet game,2019.04.19,Maerceci,Diabesity,0-1,1771,1738,D06
Rated Bullet game,2019.04.19,Maerceci,kosciuk,1-0,1728,1728,D30
Rated Blitz game,2019.04.18,Maerceci,khavazhi21,1-0,1799,1786,A40
Rated Blitz game,2019.04.18,Maerceci,knitghtime,1-0,1665,1779,D11
Rated Blitz game,2019.04.18,adamviva,Maerceci,1-0,1790,1770,D00
Rated Blitz game,2019.04.18,olmssrbl,Maerceci,0-1,1777,1857,C00
Rated Blitz game,2019.04.18,kitapsizler,Maerceci,0-1,1768,1720,C00
Rated Blitz game,2019.04.18,Maerceci,Gmmdbrayess,0-1,1990,1772,A52
Rated Blitz game,2019.04.18,den_novosad,Maerceci,0-1,1764,1680,A06
Rated Blitz game,2019.04.18,Maerceci,Reifier,0-1,1841,1773,D08
Rated Blitz game,2019.04.18,Maerceci,JRubensBRA,1-0,1695,1764,D26
Rated Blitz game,2019.04.18,maxdcaplan,Maerceci,1-0,1776,1735,D00
Rated Blitz game,2019.04.18,Maerceci,jlomb,1-0,1675,1768,A40
Rated Blitz game,2019.04.18,sergeykom,Maerceci,0-1,1757,1780,D02
Rated Blitz game,2019.04.18,Maerceci,BS8,1-0,1707,1748,D20
Rated Blitz game,2019.04.17,zoli88,Maerceci,1-0,1758,1762,C00
Rated Blitz game,2019.04.17,Maerceci,neptune44,1/2-1/2,1787,1757,D11
Rated Blitz game,2019.04.17,reay,Maerceci,1-0,1767,1779,D30
Rated Bullet game,2019.04.17,Maerceci,Kr3ly90,1-0,1714,1718,D21
Rated Bullet game,2019.04.17,Kontikin,Maerceci,0-1,1706,1747,D58
Rated Bullet game,2019.04.17,Maerceci,MedzioSpodBjedry,1-0,1747,1694,D06
Rated Bullet game,2019.04.17,Khelveen,Maerceci,0-1,1685,1647,A00
Rated Bullet game,2019.04.17,Maerceci,mpech,0-1,1744,1694,A43
Rated Bullet game,2019.04.17,forch,Maerceci,1-0,1704,1723,C03
Rated Bullet game,2019.04.17,nawmnawmnawm,Maerceci,0-1,1695,1642,A01
Rated Bullet game,2019.04.17,Maerceci,nawmnawmnawm,1-0,1652,1686,D15
Rated Bullet game,2019.04.17,palladas,Maerceci,0-1,1675,1701,D30
Rated Bullet game,2019.04.17,GuruGus,Maerceci,0-1,1665,1639,A11
Rated Bullet game,2019.04.17,Maerceci,NoPlayNoFun,1-0,1703,1653,A44
Rated Bullet game,2019.04.17,m_a_x_8_5,Maerceci,0-1,1640,1736,C02
Rated Bullet game,2019.04.17,Maerceci,Syamsul_Maarif,1-0,1681,1628,A41
Rated Bullet game,2019.04.17,SILVER_KOLOBOK,Maerceci,1-0,1638,1644,D35
Rated Bullet game,2019.04.17,helbestnewa,Maerceci,1-0,1651,1585,D00
Rated Bullet game,2019.04.17,Maerceci,helbestnewa,1-0,1594,1642,D55
Rated Bullet game,2019.04.17,Maerceci,caront,0-1,1665,1652,D08
Rated Bullet game,2019.04.17,Maerceci,Far91,0-1,1645,1662,A40
Rated Bullet game,2019.04.17,Far91,Maerceci,0-1,1652,1654,B20
Rated Bullet game,2019.04.17,Maerceci,kokofaz,0-1,1545,1666,A46
Rated Bullet game,2019.04.17,chilestrong,Maerceci,1-0,1675,1697,C01
Rated Bullet game,2019.04.17,Maerceci,mathis_19,1-0,1565,1668,D11
Rated Bullet game,2019.04.17,hunter37,Maerceci,0-1,1658,1645,C02
Rated Bullet game,2019.04.17,Maerceci,freshistheworld,0-1,1695,1668,A40
Rated Bullet game,2019.04.17,pat_oliveros092791,Maerceci,1-0,1677,1702,C01
Rated Bullet game,2019.04.17,Maerceci,kinan23,1-0,1748,1664,D30
Rated Bullet game,2019.04.17,PlexusQuartz,Maerceci,1-0,1675,1660,D30
Rated Bullet game,2019.04.17,necim,Maerceci,0-1,1665,1671,D00
Rated Bullet game,2019.04.17,Maerceci,mmorello,1-0,1546,1657,D26
Rated Bullet game,2019.04.17,mmorello,Maerceci,0-1,1650,1553,C00
Rated Bullet game,2019.04.17,Maerceci,mmorello,1-0,1561,1642,D30
Rated Bullet game,2019.04.17,mmorello,Maerceci,0-1,1633,1569,C00
Rated Bullet game,2019.04.17,Maerceci,mmorello,1-0,1578,1624,A40
Rated Bullet game,2019.04.17,chezzterminator800,Maerceci,0-1,1613,1640,A00
Rated Bullet game,2019.04.17,Maerceci,kashasovsk,0-1,1624,1623,E11
Rated Bullet game,2019.04.17,Maerceci,parshu47831,0-1,1656,1633,A43
Rated Blitz game,2019.04.17,WEMBLEY66,Maerceci,0-1,1757,1744,C08
Rated Blitz game,2019.04.17,Maerceci,MilovMaxim1979,1-0,1749,1746,D11
Rated Blitz game,2019.04.17,battusai,Maerceci,1-0,1757,1748,D00
Rated Blitz game,2019.04.17,XadrezTaticoPB,Maerceci,0-1,1750,1636,C02
Rated Blitz game,2019.04.17,kojima,Maerceci,1-0,1762,1710,D37
Rated Blitz game,2019.04.17,Maerceci,BryanZen,0-1,1697,1776,D11
Rated Blitz game,2019.04.17,Maerceci,Makakus,0-1,1746,1788,A80
Rated Blitz game,2019.04.17,Maerceci,dominguez1986,1-0,1864,1774,A52
Rated Bullet game,2019.04.16,quizzie,Maerceci,0-1,1626,1520,B90
Rated Bullet game,2019.04.16,jones7777,Maerceci,1-0,1633,1755,D37
Rated Bullet game,2019.04.16,Maerceci,jones7777,1-0,1769,1618,D30
Rated Bullet game,2019.04.16,keymasta,Maerceci,0-1,1608,1592,A03
Rated Bullet game,2019.04.16,Maerceci,GreatPedro,1-0,1584,1598,A43
Rated Bullet game,2019.04.16,davidsantista,Maerceci,0-1,1589,1566,C00
Rated Bullet game,2019.04.16,Babastroumf,Maerceci,0-1,1578,1570,C00
Rated Bullet game,2019.04.16,Maerceci,mixerdrinks,0-1,1591,1589,A40
Rated Bullet game,2019.04.16,Maerceci,N3urok0n,1-0,1533,1580,A40
Rated Bullet game,2019.04.16,Far_Aiir,Maerceci,1-0,1591,1577,D35
Rated Bullet game,2019.04.16,frapazzo,Maerceci,0-1,1579,1613,D30
Rated Bullet game,2019.04.16,Maerceci,GuruGus,0-1,1644,1588,A40
Rated Bullet game,2019.04.16,Maerceci,Far_Aiir,1/2-1/2,1596,1588,D30
Rated Bullet game,2019.04.16,m2h2,Maerceci,1-0,1598,1588,C03
Rated Bullet game,2019.04.16,CagnussMarlsen,Maerceci,0-1,1590,1530,C00
Rated Bullet game,2019.04.16,Maerceci,Canguroveloz,0-1,1705,1597,D37
Rated Bullet game,2019.04.16,BODIDDLEY,Maerceci,1-0,1609,1570,D00
Rated Bullet game,2019.04.16,Maerceci,mbamar,0-1,1640,1618,A84
Rated Bullet game,2019.04.16,Maerceci,Yadi_Starks,1-0,1510,1611,E60
Rated Bullet game,2019.04.16,Maerceci,lamis96,0-1,1669,1620,A40
Rated Bullet game,2019.04.16,senormango,Maerceci,1-0,1629,1662,C01
Rated Bullet game,2019.04.16,afiadorBU,Maerceci,0-1,1615,1752,D53
Rated Bullet game,2019.04.16,Phanouille,Maerceci,1-0,1623,1716,C00
Rated Bullet game,2019.04.16,Maerceci,RenanAmorim,1-0,1609,1612,E90
Rated Bullet game,2019.04.16,Maerceci,timmiklaus,0-1,1677,1621,D23
Rated Bullet game,2019.04.16,python_miaomiao,Maerceci,1-0,1629,1706,A06
Rated Bullet game,2019.04.16,saricazanica,Maerceci,1-0,1638,1698,D35
Rated Bullet game,2019.04.16,Maerceci,nickandmorty,0-1,1631,1649,D10
Rated Bullet game,2019.04.16,Maerceci,Igorukraine,0-1,1672,1659,A40
Rated Bullet game,2019.04.16,Krull1,Maerceci,0-1,1648,1649,C17
Rated Bullet game,2019.04.16,pabs,Maerceci,1-0,1659,1662,A00
Rated Bullet game,2019.04.16,Maerceci,Lolok,1-0,1650,1648,A40
Rated Bullet game,2019.04.16,marcldk,Maerceci,0-1,1637,1671,C00
Rated Bullet game,2019.04.16,andresmvz,Maerceci,0-1,1625,1667,C01
Rated Bullet game,2019.04.16,Maerceci,jjf,0-1,1634,1636,C53
Rated Bullet game,2019.04.15,Maerceci,bsb1,1-0,1598,1626,D11
Rated Bullet game,2019.04.15,Maerceci,TheChild,0-1,1624,1637,D20
Rated Bullet game,2019.04.15,ostrac54,Maerceci,1-0,1647,1647,D12
Rated Bullet game,2019.04.15,Sandy2011,Maerceci,0-1,1643,1417,C00
Rated Bullet game,2019.04.15,Maerceci,onthestoop,1-0,1754,1629,A84
Rated Bullet game,2019.04.15,wookye,Maerceci,1-0,1639,1647,D30
Rated Bullet game,2019.04.15,Blackhorse257,Maerceci,1-0,1649,1666,B54
Rated Bullet game,2019.04.15,Maerceci,Blackhorse257,0-1,1656,1659,D30
Rated Bullet game,2019.04.15,Maerceci,arachne,1-0,1642,1649,D30
Rated Bullet game,2019.04.15,improbdrunk,Maerceci,1-0,1661,1630,C01
Rated Bullet game,2019.04.15,trashk4n,Maerceci,1-0,1670,1709,D00
Rated Bullet game,2019.04.15,Maerceci,dima9753,0-1,1538,1684,D23
Rated Bullet game,2019.04.15,acfpoker,Maerceci,1-0,1695,1682,D35
Rated Bullet game,2019.04.15,Maerceci,Eubage,1-0,1710,1684,A40
Rated Bullet game,2019.04.15,Maerceci,FARIH-BIH,0-1,1653,1696,A40
Rated Bullet game,2019.04.15,Tommy90,Maerceci,1-0,1707,1683,C00
Rated Bullet game,2019.04.15,Veletas,Maerceci,1-0,1717,1728,C09
Rated Bullet game,2019.04.15,Maerceci,Varuj123,1-0,1521,1711,E11
Rated Bullet game,2019.04.15,Maerceci,nickx,1-0,1743,1700,D11
Rated Bullet game,2019.04.15,dumberovski,Maerceci,1-0,1710,1712,C02
Rated Bullet game,2019.04.15,Mace_RUS,Maerceci,0-1,1699,1711,C00
Rated Bullet game,2019.04.15,Maerceci,BlindGummy,0-1,1709,1710,D30
Rated Bullet game,2019.04.15,Maerceci,msyoung2012,0-1,1755,1719,D30
Rated Bullet game,2019.04.15,pabs,Maerceci,0-1,1711,1614,A00
Rated Bullet game,2019.04.15,B_Diyarza,Maerceci,1-0,1723,1688,C00
Rated Bullet game,2019.04.15,Maerceci,agentliquid,0-1,1741,1733,D11
Rated Bullet game,2019.04.14,Ali_Safavi,Maerceci,1-0,1744,1729,D05
Rated Bullet game,2019.04.13,Maerceci,Net44,0-1,1822,1752,C20
Rated Blitz game,2019.04.13,heydemo,Maerceci,1-0,1784,1812,A10
Casual Correspondence game,2019.04.12,Haken,Maerceci,1-0,1949,2066,D30
Rated Bullet game,2019.04.12,Maerceci,Kontikin,1-0,1735,1742,E11
Rated Bullet game,2019.04.12,Maerceci,eerm,1-0,1722,1732,D37
Rated Bullet game,2019.04.12,Florosel,Maerceci,0-1,1721,1732,D00
Rated Bullet game,2019.04.12,Maerceci,MudTsunami,0-1,1721,1732,E60
Rated Bullet game,2019.04.12,Phantom9000,Maerceci,0-1,1724,1628,D12
Rated Bullet game,2019.04.12,Maerceci,Poserive1,0-1,1790,1733,D11
Rated Bullet game,2019.04.12,alvarfe,Maerceci,0-1,1723,1698,C01
Rated Bullet game,2019.04.12,Maerceci,pieters,0-1,1741,1733,D26
Rated Bullet game,2019.04.12,Richard10000,Maerceci,1-0,1744,1742,C00
Rated Bullet game,2019.04.12,Maerceci,juaquintorres,1-0,1731,1734,D11
Rated Bullet game,2019.04.12,Bergbishop,Maerceci,1-0,1741,1836,D05
Rated Bullet game,2019.04.12,sidarthgazula,Maerceci,1-0,1752,1739,D37
Rated Bullet game,2019.04.12,Maerceci,jishnu2,0-1,1800,1761,A40
Rated Bullet game,2019.04.12,KingP,Maerceci,0-1,1749,1795,D00
Rated Bullet game,2019.04.12,Maerceci,amiriano,0-1,1861,1757,A51
Rated Bullet game,2019.04.12,Maerceci,hamedkk,1-0,1781,1745,A32
Rated Bullet game,2019.04.12,Jalili_2000,Maerceci,0-1,1735,1735,C00
Rated Bullet game,2019.04.12,Maerceci,Tentacle-Pawn,1-0,1705,1725,D11
Rated Bullet game,2019.04.12,messenjah,Maerceci,0-1,1714,1754,D37
Rated Bullet game,2019.04.12,Maerceci,whateverrov,0-1,1811,1721,D93
Rated Bullet game,2019.04.12,biltongvreter,Maerceci,1-0,1734,1656,C00
Rated Bullet game,2019.04.12,Maerceci,pmav99,0-1,1761,1744,D55
Rated Bullet game,2019.04.12,pmav99,Maerceci,0-1,1732,1772,C00
Rated Bullet game,2019.04.12,Maerceci,pmav99,0-1,1762,1742,D30
Rated Bullet game,2019.04.12,Achieve01,Maerceci,0-1,1731,1748,C00
Rated Bullet game,2019.04.12,Maerceci,Vinfast,1-0,1605,1724,D06
Rated Bullet game,2019.04.12,Mr1-Bens,Maerceci,1-0,1734,1752,C02
Rated Bullet game,2019.04.12,Maerceci,its-just-a-game,0-1,1787,1744,D20
Rated Bullet game,2019.04.12,Scuba707,Maerceci,1-0,1752,1822,C18
Rated Bullet game,2019.04.12,Maerceci,lexa_orel,0-1,1626,1767,E60
Rated Bullet game,2019.04.12,El-Dado,Maerceci,1-0,1778,1731,C00
Rated Bullet game,2019.04.12,Maerceci,Forkingawesome,0-1,1793,1789,D07
Rated Bullet game,2019.04.12,FourFlash,Maerceci,1-0,1799,1828,C03
Rated Bullet game,2019.04.12,Maerceci,KiyoshiMaster,0-1,1809,1808,D11
Rated Bullet game,2019.04.12,Maerceci,vndicated1,1-0,1696,1800,A40
Daily Blitz Arena,2019.04.11,promas,Maerceci,1-0,1791,1924,C18
Daily Blitz Arena,2019.04.11,sigvei,Maerceci,0-1,1785,1634,A11
Daily Blitz Arena,2019.04.11,Denov_2018,Maerceci,1-0,1791,1945,A07
Daily Blitz Arena,2019.04.11,Maerceci,AutumnSequoia,1-0,1151,1791,A84
Daily Blitz Arena,2019.04.11,Wikinger16,Maerceci,1/2-1/2,1793,1718,D37
Rated Bullet game,2019.04.10,Maerceci,alexantosh,1-0,1805,1789,A40
Rated Bullet game,2019.04.10,alexantosh,Maerceci,1/2-1/2,1789,1805,D00
Rated Bullet game,2019.04.10,Maerceci,alexantosh,0-1,1793,1799,E90
Rated Bullet game,2019.04.10,alexantosh,Maerceci,1/2-1/2,1800,1793,D00
Rated Bullet game,2019.04.10,Maerceci,alexantosh,1-0,1806,1788,A43
Rated Bullet game,2019.04.10,Maerceci,gentho_santo87,0-1,1959,1794,A41
Rated Bullet game,2019.04.10,AzuLler,Maerceci,1-0,1807,1746,C00
Rated Blitz game,2019.04.10,verrinchess,Maerceci,0-1,1778,1927,A06
Rated Bullet game,2019.04.10,Maerceci,FrnkLmprd,1-0,1851,1795,D11
Rated Bullet game,2019.04.10,Maerceci,dipanahuk96,1-0,1784,1784,D11
Rated Bullet game,2019.04.10,Magnusmiguel,Maerceci,1-0,1794,1802,A07
Rated Bullet game,2019.04.10,bigspider,Maerceci,0-1,1782,1854,C00
Rated Bullet game,2019.04.09,soup10,Maerceci,1-0,1795,1711,A01
Rated Bullet game,2019.04.09,Maerceci,bobyor,0-1,1913,1802,B06
Rated Blitz game,2019.04.07,Maerceci,Cleyton13,1-0,1755,1768,A43
Rated Blitz game,2019.04.07,Maerceci,Z-Attack,1-0,1500,1764,D93
Rated Blitz game,2019.04.07,Konon1975,Maerceci,1-0,1775,1762,C00
Rated Blitz game,2019.04.07,Maerceci,Angelinsky_ML,1-0,1619,1768,A84
Rated Blitz game,2019.04.06,reyesaldo,Maerceci,0-1,1757,1785,C02
Rated Blitz game,2019.04.06,Maerceci,ashish_paul,1-0,1571,1751,D07
Rated Blitz game,2019.04.06,JRubensBRA,Maerceci,1-0,1766,1631,D02
Rated Blitz game,2019.04.05,Maerceci,tembong,1-0,1810,1754,A52
Rated Blitz game,2019.04.05,thugerthugger,Maerceci,1-0,1763,1784,C18
Rated Blitz game,2019.04.05,Maerceci,notoslow,1-0,1780,1752,A40
Rated Blitz game,2019.04.05,Maerceci,reddragon97,1-0,1819,1739,E11
Rated Blitz game,2019.04.04,JesuslovesuFlatearth,Maerceci,1-0,1749,1761,C07
Rated Blitz game,2019.04.04,outofrange,Maerceci,0-1,1739,1743,C02
Rated Blitz game,2019.04.04,Maerceci,parthpant,0-1,1761,1749,A40
Rated Bullet game,2019.04.03,kudabelang,Maerceci,0-1,1792,1770,A01
Rated Bullet game,2019.04.03,Maerceci,felipe654,0-1,1930,1799,D37
Rated Bullet game,2019.04.03,felipe654,Maerceci,0-1,1784,1945,D30
Rated Bullet game,2019.04.03,Maerceci,ttlukasfw,1-0,1650,1777,D37
Rated Bullet game,2019.04.03,Maerceci,arachne,1-0,1700,1768,D30
Rated Bullet game,2019.04.03,Tinus4,Maerceci,1-0,1778,1821,A01
Rated Bullet game,2019.04.03,miri1398,Maerceci,1-0,1787,1831,C00
Rated Bullet game,2019.04.03,Maerceci,alihadi,1-0,1686,1779,A84
Rated Bullet game,2019.04.03,Hatchiman,Maerceci,0-1,1769,1768,C00
Rated Bullet game,2019.04.03,Maerceci,biermaster,0-1,2071,1772,D26
Rated Bullet game,2019.04.03,jones7777,Maerceci,0-1,1762,1753,D00
Rated Bullet game,2019.04.03,Maerceci,animal2017,0-1,1873,1769,A31
Rated Bullet game,2019.04.03,hehehehe101,Maerceci,1-0,1783,1662,C01
Rated Bullet game,2019.04.03,Maerceci,hehehehe101,1-0,1669,1776,D20
Rated Blitz game,2019.04.03,Maerceci,lewroxx25,0-1,1816,1758,E60
Rated Bullet game,2019.04.03,Africanlad,Maerceci,0-1,1767,1720,C01
Rated Bullet game,2019.04.03,SemihSezer26,Maerceci,0-1,1758,1689,C02
Rated Blitz game,2019.04.03,KireevSergey,Maerceci,0-1,1750,1659,C01
Rated Bullet game,2019.04.03,Maerceci,alikarizan666,1-0,1766,1747,A43
Rated Bullet game,2019.04.03,Maerceci,Isalein,1-0,1680,1738,A40
Rated Bullet game,2019.04.03,mayisprosu99,Maerceci,0-1,1729,1689,D35
Rated Bullet game,2019.04.03,Maerceci,ramsaybolton31,0-1,1826,1737,A40
Rated Bullet game,2019.04.03,Carpatian_Beast,Maerceci,1/2-1/2,1733,1868,D37
Rated Bullet game,2019.04.03,cameryn,Maerceci,0-1,1722,1750,D00
Rated Bullet game,2019.04.03,Maerceci,mattingra,1-0,1682,1712,A53
Rated Bullet game,2019.04.03,Rise_me,Maerceci,1/2-1/2,1712,1739,D02
Rated Bullet game,2019.04.03,ChrisMoody,Maerceci,0-1,1704,1625,D02
Rated Bullet game,2019.04.03,Maerceci,r0k0t,0-1,1696,1715,A43
Rated Bullet game,2019.04.03,inceenes10,Maerceci,0-1,1706,1652,D35
Rated Bullet game,2019.04.03,Brijmundada,Maerceci,0-1,1695,1717,D00
Rated Bullet game,2019.04.03,Maerceci,Na_more,1-0,1625,1686,A40
Rated Bullet game,2019.04.03,Maerceci,maratah,0-1,1635,1698,D21
Rated Bullet game,2019.04.03,Maerceci,aforismo04,0-1,1685,1709,A57
Rated Bullet game,2019.04.03,Mister_Smile,Maerceci,1-0,1718,1781,C01
Rated Bullet game,2019.04.03,Maerceci,Fanis_T,1-0,1702,1708,D06
Rated Bullet game,2019.04.03,susee2019,Maerceci,1-0,1719,1706,D30
Rated Bullet game,2019.04.03,Maerceci,andyvilla20,1-0,1671,1709,A40
Rated Bullet game,2019.04.03,Maerceci,rikefatroll,0-1,1687,1721,A84
Rated Bullet game,2019.04.03,kolles,Maerceci,1/2-1/2,1722,1685,A00
Rated Bullet game,2019.04.03,Maerceci,obi_van,1-0,1661,1713,D15
Rated Bullet game,2019.04.03,SlayerRawson2,Maerceci,1-0,1718,1920,C02
Rated Bullet game,2019.04.03,jacsat,Maerceci,0-1,1714,1471,C00
Rated Bullet game,2019.04.03,Maerceci,maggio99,1-0,1700,1703,A43
Rated Bullet game,2019.04.03,SBJump255,Maerceci,1-0,1713,1722,C00
Rated Bullet game,2019.04.03,Maerceci,Repsej,1-0,1706,1703,D20
Rated Bullet game,2019.04.03,Maerceci,Elmelito,0-1,1702,1714,A43
Rated Bullet game,2019.04.02,stan_m,Maerceci,1-0,1727,1625,A00
Rated Bullet game,2019.04.02,eloc44,Maerceci,1-0,1737,1747,C02
Rated Bullet game,2019.04.02,Maerceci,BeastofPawnhub3,0-1,1874,1744,A40
Rated Bullet game,2019.04.02,sebastian91,Maerceci,0-1,1735,1675,D37
Rated Bullet game,2019.04.02,ellobanaco1,Maerceci,0-1,1723,1786,D37
Rated Bullet game,2019.04.02,Maerceci,Chah-younes,0-1,1822,1731,E60
Rated Bullet game,2019.04.02,Maerceci,knitghtime,1-0,1755,1719,D11
Rated Bullet game,2019.04.02,pupdebox,Maerceci,0-1,1710,1669,A10
Rated Bullet game,2019.04.02,Gawlisz,Maerceci,0-1,1700,1690,C00
Rated Bullet game,2019.04.02,Maerceci,king_Aghil,0-1,1637,1713,A40
Rated Bullet game,2019.04.02,Maerceci,emkay27,1-0,1638,1704,D92
Rated Bullet game,2019.04.02,Maerceci,ncorella,0-1,1771,1713,A40
Rated Bullet game,2019.04.02,mikcoly94,Maerceci,1-0,1724,1719,A00
Rated Bullet game,2019.04.02,Maerceci,kutaytheiren,0-1,1745,1734,A57
Rated Bullet game,2019.04.02,Agron,Maerceci,1-0,1745,1720,A00
Rated Bullet game,2019.04.02,Maerceci,MightyCreator,0-1,1867,1752,A54
Rated Bullet game,2019.04.02,Evgen99,Maerceci,0-1,1742,1734,C10
Rated Bullet game,2019.04.02,dmanes,Maerceci,1-0,1755,1674,C01
Rated Bullet game,2019.04.02,Maerceci,VanoTavadze2,1-0,1768,1744,A43
Rated Bullet game,2019.04.02,Maerceci,Gi69,0-1,1742,1754,D11
Rated Blitz game,2019.04.02,Maerceci,pawerulerule,1-0,1790,1738,D21
Rated Bullet game,2019.04.02,Maerceci,Davesand,1-0,1906,1739,A49
Rated Bullet game,2019.04.02,Davesand,Maerceci,0-1,1723,1922,A07
Rated Bullet game,2019.04.02,Riera9,Maerceci,0-1,1713,1714,A07
Rated Bullet game,2019.04.02,Maerceci,unomasporfa,1-0,1670,1704,D07
Rated Bullet game,2019.04.02,saniboy,Maerceci,1-0,1714,1718,C00
Rated Bullet game,2019.04.02,iLegend,Maerceci,1-0,1727,1645,C01
Rated Bullet game,2019.04.02,Maerceci,sineater,0-1,1700,1738,D08
Rated Blitz game,2019.04.02,jairorigami,Maerceci,1-0,1744,1917,D37
Rated Blitz game,2019.04.02,Maerceci,paul05,0-1,1733,1755,A57
Rated Bullet game,2019.04.01,Maerceci,chestuden,0-1,1748,1749,A65
Rated Bullet game,2019.04.01,Dudeman1,Maerceci,1-0,1756,1861,C15
Rated Bullet game,2019.04.01,Maerceci,dillardknight,1-0,1874,1742,D06
Rated Bullet game,2019.04.01,bayu0004,Maerceci,1-0,1750,1824,B23
Rated Bullet game,2019.04.01,Maerceci,kaitas,1-0,1727,1740,A53
Rated Bullet game,2019.04.01,castelobranco26,Maerceci,1-0,1751,1736,C02
Rated Bullet game,2019.04.01,Maerceci,suat_bnc,1-0,1738,1741,D06
Rated Bullet game,2019.04.01,spaghetti-fault,Maerceci,0-1,1732,1678,A00
Rated Bullet game,2019.04.01,Maerceci,castelobranco26,1-0,1747,1721,E60
Rated Bullet game,2019.03.31,Italian-dreamer,Maerceci,0-1,1706,1845,C02
Rated Blitz game,2019.03.29,LuigiMoscosov,Maerceci,0-1,1745,1736,C07
Rated Bullet game,2019.03.29,Maerceci,salimtmz,1-0,1521,1701,D07
Rated Blitz game,2019.03.28,Nilon04,Maerceci,1-0,1756,1719,C01
Rated Blitz game,2019.03.28,Diteriol,Maerceci,0-1,1748,1680,C00
Rated Bullet game,2019.03.27,Maerceci,DiogenSinopskiy,1-0,1757,1689,A40
Rated Bullet game,2019.03.27,Maerceci,lulusoso0909,0-1,1699,1699,A40
Rated Bullet game,2019.03.27,frapazzo,Maerceci,0-1,1688,1697,D30
Rated Bullet game,2019.03.27,Hockey49,Maerceci,0-1,1678,1692,D35
Rated Bullet game,2019.03.27,Maerceci,jamade,0-1,1772,1685,D06
Rated Bullet game,2019.03.27,Maerceci,ivatar,1-0,1663,1675,A40
Rated Bullet game,2019.03.27,Javiervdw2002,Maerceci,0-1,1664,1701,D35
Rated Bullet game,2019.03.27,slipkid,Maerceci,0-1,1654,1628,D00
Rated Bullet game,2019.03.27,Maerceci,nikcha,1-0,1647,1644,D20
Rated Bullet game,2019.03.27,Maerceci,Tuanlesage,1-0,1578,1635,D23
Rated Bullet game,2019.03.27,ChessLix1000,Maerceci,1-0,1647,1614,A06
Rated Bullet game,2019.03.27,metealdemir,Maerceci,1-0,1658,1635,D35
Rated Bullet game,2019.03.27,sijam,Maerceci,1-0,1669,1636,A00
Rated Bullet game,2019.03.27,Maerceci,edwinwalker,1-0,1757,1656,D11
Rated Blitz game,2019.03.27,AlvaroRp,Maerceci,0-1,1736,1774,D53
Rated Blitz game,2019.03.27,Maerceci,AlvaroRp,0-1,1764,1746,E60
Rated Blitz game,2019.03.26,DupinRM,Maerceci,1-0,1755,1809,C17
Rated Blitz game,2019.03.26,Maerceci,CCARUSO,0-1,1761,1765,A40
Rated Blitz game,2019.03.26,AlvaroRp,Maerceci,1-0,1775,1806,D41
Rated Blitz game,2019.03.26,Maerceci,bayer19,1-0,1760,1765,A52
Rated Blitz game,2019.03.26,aciagodemiurgo,Maerceci,1-0,1775,1769,C01
Rated Blitz game,2019.03.26,Maerceci,NelsonOrtega,1-0,1771,1764,D06
Rated Blitz game,2019.03.26,Maerceci,Eltrepio,1/2-1/2,1734,1765,D30
